MAC840,NCG-MAC-189438
MAD6720,NCG-MAD-189444
MAW3850,NCG-MAW-189450
MYL6400,NCG-MYL-189456
MDL7130,NCG-MDL-189462
MAL5240,NCG-MAL-189468
MAA5810,NCG-MAA-189474
MAI7320,NCG-MAI-189480
MAN40,NCG-MAN-189486
MAU2730,NCG-MAU-189492
MEX2550,NCG-MEX-189498
MOD5790,NCG-MOD-189504
MOC2050,NCG-MOC-189510
MON5040,NCG-MON-189516
MOG7540,NCG-MOG-189522
MOR9440,NCG-MOR-189528
MOZ5060,NCG-MOZ-189534
MYN8420,NCG-MYN-189540
NMB1890,NCG-NMB-189546
NEP9580,NCG-NEP-189552
NTR8080,NCG-NTR-189558
NCA3030,NCG-NCA-189564
NZL6480,NCG-NZL-189570
NGR5290,NCG-NGR-189576
NIG7880,NCG-NIG-189582
PRK9900,NCG-PRK-189588
NCY3630,NCG-NCY-189594
NMI8920,NCG-NMI-189600
NRW1520,NCG-NRW-189606
OMN1880,NCG-OMN-189612
PAK4360,NCG-PAK-189618
PAU9210,NCG-PAU-189624
PAT280,NCG-PAT-189630
PAN7480,NCG-PAN-189636
PNG7940,NCG-PNG-189642
PRG430,NCG-PRG-189648
PER4280,NCG-PER-189654
PHP6810,NCG-PHP-189660
POL1590,NCG-POL-189666
PTR1340,NCG-PTR-189672
PRO2150,NCG-PRO-189678
QTR6290,NCG-QTR-189684
ROM2850,NCG-ROM-189690
RUS3350,NCG-RUS-189696
RWN2380,NCG-RWN-189702
SKN2890,NCG-SKN-189708
SLU2920,NCG-SLU-189714
SAM1440,NCG-SAM-189720
SMA6820,NCG-SMA-189726
STP5690,NCG-STP-189732
SAU2610,NCG-SAU-189738
SEN1170,NCG-SEN-189744
SER810,NCG-SER-189750
SYC4250,NCG-SYC-189756
SLE6770,NCG-SLE-189762
SGP6260,NCG-SGP-189768
SLO6140,NCG-SLO-189774
SLO3580,NCG-SLO-189780
SOS1000,NCG-SOS-189786
SOM9940,NCG-SOM-189792
SOI5780,NCG-SOI-189798
ZSA2900,NCG-ZSA-189804
SGI510,NCG-SGI-189810
KOR5930,NCG-KOR-189816
SSU3120,NCG-SSU-189822
ESP3550,NCG-ESP-189828
SRL4120,NCG-SRL-189834
SUD9690,NCG-SUD-189840
SUR3550,NCG-SUR-189846
SWZ4330,NCG-SWZ-189852
SWE3380,NCG-SWE-189858
SWI2840,NCG-SWI-189864
SYR6060,NCG-SYR-189870
TWN2370,NCG-TWN-189876
TAJ2170,NCG-TAJ-189882
TAN7830,NCG-TAN-189888
THA8730,NCG-THA-189894
BAH4830,NCG-BAH-189900
GAM7570,NCG-GAM-189906
TOG7290,NCG-TOG-189912
TOG6180,NCG-TOG-189918
TAT3880,NCG-TAT-189924
TUN1570,NCG-TUN-189930
TUR3580,NCG-TUR-189936
TKM4170,NCG-TKM-189942
TCI3630,NCG-TCI-189948
TVL1730,NCG-TVL-189954
UGN4620,NCG-UGN-189960
UKR2920,NCG-UKR-189966
UAE1150,NCG-UAE-189972
GRB5740,NCG-GRB-189978
UVG9510,NCG-UVG-189984
URG5370,NCG-URG-189990
UZB300,NCG-UZB-189996
VNT810,NCG-VNT-190002
VAT20,NCG-VAT-190008
VEN7960,NCG-VEN-190014
VNM5800,NCG-VNM-190020
WSA9700,NCG-WSA-190026
YMN3790,NCG-YMN-190032
ZMB5360,NCG-ZMB-190038
ZMV4830,NCG-ZMV-190044
GUI8570,NCG-GUI-190050
GUI9110,NCG-GUB-190056
GUI2360,NCG-GUY-190062
GUI1050,NCG-HAI-190068
GUI2440,NCG-HON-190074
GUI9340,NCG-HKG-190080
GUI9550,NCG-HUN-190086
GUI7680,NCG-ICE-190092
GUI8050,NCG-IND-190098
GUI9820,NCG-IND-190104
GUI930,NCG-IND-190110
AFG7770,NGR-AFG-190116
ALD3350,NGR-ALD-190122
ALB6490,NGR-ALB-190128
DZA270,NGR-DZA-190134
ASM7630,NGR-ASM-190140
AND4260,NGR-AND-190146
AGO2110,NGR-AGO-190152
ARG4290,NGR-ARG-190158
ARM8620,NGR-ARM-190164
ABW1350,NGR-ABW-190170
AUS220,NGR-AUS-190176
AUT1670,NGR-AUT-190182
AZE110,NGR-AZE-190188
BHR3730,NGR-BHR-190194
BGD7840,NGR-BGD-190200
BRB3240,NGR-BRB-190206
BLR4130,NGR-BLR-190212
BEL9800,NGR-BEL-190218
BLZ8620,NGR-BLZ-190224
BEN2810,NGR-BEN-190230
BMU840,NGR-BMU-190236
BTN5050,NGR-BTN-190242
BOL3130,NGR-BOL-190248
BIH8950,NGR-BIH-190254
BWA8140,NGR-BWA-190260
BRA3640,NGR-BRA-190266
BRN870,NGR-BRN-190272
BGR1780,NGR-BGR-190278
BFA4030,NGR-BFA-190284
BDI3990,NGR-BDI-190290
KHM6760,NGR-KHM-190296
CMR120,NGR-CMR-190302
CAN940,NGR-CAN-190308
CPV5700,NGR-CPV-190314
CYM4670,NGR-CYM-190320
CAF9020,NGR-CAF-190326
TCD6520,NGR-TCD-190332
CHL2800,NGR-CHL-190338
CHN8650,NGR-CHN-190344
COL6190,NGR-COL-190350
COM310,NGR-COM-190356
COG7710,NGR-COG-190362
COD7090,NGR-COD-190368
COK8560,NGR-COK-190374
CRI5860,NGR-CRI-190380
HRV6830,NGR-HRV-190386
CUB5280,NGR-CUB-190392
CUW8290,NGR-CUW-190398
CYP2700,NGR-CYP-190404
CZE7150,NGR-CZE-190410
DNK7960,NGR-DNK-190416
DJI2450,NGR-DJI-190422
DMA9210,NGR-DMA-190428
DOM4880,NGR-DOM-190434
TLS8410,NGR-TLS-190440
ECU5000,NGR-ECU-190446
EGY1240,NGR-EGY-190452
SLV8560,NGR-SLV-190458
GNQ2270,NGR-GNQ-190464
ERI9360,NGR-ERI-190470
EST4370,NGR-EST-190476
ETH4070,NGR-ETH-190482
FLK8580,NGR-FLK-190488
FRO2370,NGR-FRO-190494
FSM8180,NGR-FSM-190500
FJI110,NGR-FJI-190506
FIN7760,NGR-FIN-190512
FRA7630,NGR-FRA-190518
PYF6060,NGR-PYF-190524
GAB8180,NGR-GAB-190530
GEO3690,NGR-GEO-190536
DEU9960,NGR-DEU-190542
GHA4700,NGR-GHA-190548
GBR4990,NGR-GBR-190554
GRC6440,NGR-GRC-190560
GRD1390,NGR-GRD-190566
GRE6690,NGR-GRE-190572
GUM4640,NGR-GUM-190578
GUA3550,NGR-GUA-190584
GUI6110,NGR-GUI-190590
GUB2990,NGR-GUB-190596
GUY5680,NGR-GUY-190602
HAI3110,NGR-HAI-190608
HON8010,NGR-HON-190614
HKG8780,NGR-HKG-190620
HUN7360,NGR-HUN-190626
ICE5220,NGR-ICE-190632
IND4160,NGR-IND-190638
INA9240,NGR-INA-190644
IRN6240,NGR-IRN-190650
IRQ4520,NGR-IRQ-190656
IRL5500,NGR-IRL-190662
ISM9730,NGR-ISM-190668
ISR9300,NGR-ISR-190674
ITA6600,NGR-ITA-190680
IVC9810,NGR-IVC-190686
JAM9590,NGR-JAM-190692
JPN6680,NGR-JPN-190698
JOR9260,NGR-JOR-190704
KZH3400,NGR-KZH-190710
KEY3760,NGR-KEY-190716
KIR1070,NGR-KIR-190722
KOS1790,NGR-KOS-190728
KUW4120,NGR-KUW-190734
KYG6590,NGR-KYG-190740
LAO2100,NGR-LAO-190746
LAT2060,NGR-LAT-190752
LEB3720,NGR-LEB-190758
LES8190,NGR-LES-190764
LIB9040,NGR-LIB-190770
LBY9400,NGR-LBY-190776
LIE2280,NGR-LIE-190782
LIT9840,NGR-LIT-190788
LXB2240,NGR-LXB-190794
MAU3960,NGR-MAU-190800
MAC840,NGR-MAC-190806
MAD6720,NGR-MAD-190812
MAW3850,NGR-MAW-190818
MYL6400,NGR-MYL-190824
MDL7130,NGR-MDL-190830
MAL5240,NGR-MAL-190836
MAA5810,NGR-MAA-190842
MAI7320,NGR-MAI-190848
MAN40,NGR-MAN-190854
MAU2730,NGR-MAU-190860
MEX2550,NGR-MEX-190866
MOD5790,NGR-MOD-190872
MOC2050,NGR-MOC-190878
MON5040,NGR-MON-190884
MOG7540,NGR-MOG-190890
MOR9440,NGR-MOR-190896
MOZ5060,NGR-MOZ-190902
MYN8420,NGR-MYN-190908
NMB1890,NGR-NMB-190914
NEP9580,NGR-NEP-190920
NTR8080,NGR-NTR-190926
NCA3030,NGR-NCA-190932
NZL6480,NGR-NZL-190938
NCG5670,NGR-NCG-190944
NIG7880,NGR-NIG-190950
PRK9900,NGR-PRK-190956
NCY3630,NGR-NCY-190962
NMI8920,NGR-NMI-190968
NRW1520,NGR-NRW-190974
OMN1880,NGR-OMN-190980
PAK4360,NGR-PAK-190986
PAU9210,NGR-PAU-190992
PAT280,NGR-PAT-190998
PAN7480,NGR-PAN-191004
PNG7940,NGR-PNG-191010
PRG430,NGR-PRG-191016
PER4280,NGR-PER-191022
PHP6810,NGR-PHP-191028
POL1590,NGR-POL-191034
PTR1340,NGR-PTR-191040
PRO2150,NGR-PRO-191046
QTR6290,NGR-QTR-191052
ROM2850,NGR-ROM-191058
RUS3350,NGR-RUS-191064
RWN2380,NGR-RWN-191070
SKN2890,NGR-SKN-191076
SLU2920,NGR-SLU-191082
SAM1440,NGR-SAM-191088
SMA6820,NGR-SMA-191094
STP5690,NGR-STP-191100
SAU2610,NGR-SAU-191106
SEN1170,NGR-SEN-191112
SER810,NGR-SER-191118
SYC4250,NGR-SYC-191124
SLE6770,NGR-SLE-191130
SGP6260,NGR-SGP-191136
SLO6140,NGR-SLO-191142
SLO3580,NGR-SLO-191148
SOS1000,NGR-SOS-191154
SOM9940,NGR-SOM-191160
SOI5780,NGR-SOI-191166
ZSA2900,NGR-ZSA-191172
SGI510,NGR-SGI-191178
KOR5930,NGR-KOR-191184
SSU3120,NGR-SSU-191190
ESP3550,NGR-ESP-191196
SRL4120,NGR-SRL-191202
SUD9690,NGR-SUD-191208
SUR3550,NGR-SUR-191214
SWZ4330,NGR-SWZ-191220
SWE3380,NGR-SWE-191226
SWI2840,NGR-SWI-191232
SYR6060,NGR-SYR-191238
TWN2370,NGR-TWN-191244
TAJ2170,NGR-TAJ-191250
TAN7830,NGR-TAN-191256
THA8730,NGR-THA-191262
BAH4830,NGR-BAH-191268
GAM7570,NGR-GAM-191274
TOG7290,NGR-TOG-191280
TOG6180,NGR-TOG-191286
TAT3880,NGR-TAT-191292
TUN1570,NGR-TUN-191298
TUR3580,NGR-TUR-191304
TKM4170,NGR-TKM-191310
TCI3630,NGR-TCI-191316
TVL1730,NGR-TVL-191322
UGN4620,NGR-UGN-191328
UKR2920,NGR-UKR-191334
UAE1150,NGR-UAE-191340
GRB5740,NGR-GRB-191346
UVG9510,NGR-UVG-191352
URG5370,NGR-URG-191358
UZB300,NGR-UZB-191364
VNT810,NGR-VNT-191370
VAT20,NGR-VAT-191376
VEN7960,NGR-VEN-191382
VNM5800,NGR-VNM-191388
WSA9700,NGR-WSA-191394
YMN3790,NGR-YMN-191400
ZMB5360,NGR-ZMB-191406
ZMV4830,NGR-ZMV-191412
GUI8570,NGR-GUI-191418
GUI9110,NGR-GUB-191424
GUI2360,NGR-GUY-191430
GUI1050,NGR-HAI-191436
GUI2440,NGR-HON-191442
GUI9340,NGR-HKG-191448
GUI9550,NGR-HUN-191454
GUI7680,NGR-ICE-191460
GUI8050,NGR-IND-191466
GUI9820,NGR-IND-191472
GUI930,NGR-IND-191478
AFG7770,NIG-AFG-191484
ALD3350,NIG-ALD-191490
ALB6490,NIG-ALB-191496
DZA270,NIG-DZA-191502
ASM7630,NIG-ASM-191508
AND4260,NIG-AND-191514
AGO2110,NIG-AGO-191520
ARG4290,NIG-ARG-191526
ARM8620,NIG-ARM-191532
ABW1350,NIG-ABW-191538
AUS220,NIG-AUS-191544
AUT1670,NIG-AUT-191550
AZE110,NIG-AZE-191556
BHR3730,NIG-BHR-191562
BGD7840,NIG-BGD-191568
BRB3240,NIG-BRB-191574
BLR4130,NIG-BLR-191580
BEL9800,NIG-BEL-191586
BLZ8620,NIG-BLZ-191592
BEN2810,NIG-BEN-191598
BMU840,NIG-BMU-191604
BTN5050,NIG-BTN-191610
BOL3130,NIG-BOL-191616
BIH8950,NIG-BIH-191622
BWA8140,NIG-BWA-191628
BRA3640,NIG-BRA-191634
BRN870,NIG-BRN-191640
BGR1780,NIG-BGR-191646
BFA4030,NIG-BFA-191652
BDI3990,NIG-BDI-191658
KHM6760,NIG-KHM-191664
CMR120,NIG-CMR-191670
CAN940,NIG-CAN-191676
CPV5700,NIG-CPV-191682
CYM4670,NIG-CYM-191688
CAF9020,NIG-CAF-191694
TCD6520,NIG-TCD-191700
CHL2800,NIG-CHL-191706
CHN8650,NIG-CHN-191712
COL6190,NIG-COL-191718
COM310,NIG-COM-191724
COG7710,NIG-COG-191730
COD7090,NIG-COD-191736
COK8560,NIG-COK-191742
CRI5860,NIG-CRI-191748
HRV6830,NIG-HRV-191754
CUB5280,NIG-CUB-191760
CUW8290,NIG-CUW-191766
CYP2700,NIG-CYP-191772
CZE7150,NIG-CZE-191778
DNK7960,NIG-DNK-191784
DJI2450,NIG-DJI-191790
DMA9210,NIG-DMA-191796
DOM4880,NIG-DOM-191802
TLS8410,NIG-TLS-191808
ECU5000,NIG-ECU-191814
EGY1240,NIG-EGY-191820
SLV8560,NIG-SLV-191826
GNQ2270,NIG-GNQ-191832
ERI9360,NIG-ERI-191838
EST4370,NIG-EST-191844
ETH4070,NIG-ETH-191850
FLK8580,NIG-FLK-191856
FRO2370,NIG-FRO-191862
FSM8180,NIG-FSM-191868
FJI110,NIG-FJI-191874
FIN7760,NIG-FIN-191880
FRA7630,NIG-FRA-191886
PYF6060,NIG-PYF-191892
GAB8180,NIG-GAB-191898
GEO3690,NIG-GEO-191904
DEU9960,NIG-DEU-191910
GHA4700,NIG-GHA-191916
GBR4990,NIG-GBR-191922
GRC6440,NIG-GRC-191928
GRD1390,NIG-GRD-191934
GRE6690,NIG-GRE-191940
GUM4640,NIG-GUM-191946
GUA3550,NIG-GUA-191952
GUI6110,NIG-GUI-191958
GUB2990,NIG-GUB-191964
GUY5680,NIG-GUY-191970
HAI3110,NIG-HAI-191976
HON8010,NIG-HON-191982
HKG8780,NIG-HKG-191988
HUN7360,NIG-HUN-191994
ICE5220,NIG-ICE-192000
IND4160,NIG-IND-192006
INA9240,NIG-INA-192012
IRN6240,NIG-IRN-192018
IRQ4520,NIG-IRQ-192024
IRL5500,NIG-IRL-192030
ISM9730,NIG-ISM-192036
ISR9300,NIG-ISR-192042
ITA6600,NIG-ITA-192048
IVC9810,NIG-IVC-192054
JAM9590,NIG-JAM-192060
JPN6680,NIG-JPN-192066
JOR9260,NIG-JOR-192072
KZH3400,NIG-KZH-192078
KEY3760,NIG-KEY-192084
KIR1070,NIG-KIR-192090
KOS1790,NIG-KOS-192096
KUW4120,NIG-KUW-192102
KYG6590,NIG-KYG-192108
LAO2100,NIG-LAO-192114
LAT2060,NIG-LAT-192120
LEB3720,NIG-LEB-192126
LES8190,NIG-LES-192132
LIB9040,NIG-LIB-192138
LBY9400,NIG-LBY-192144
LIE2280,NIG-LIE-192150
LIT9840,NIG-LIT-192156
LXB2240,NIG-LXB-192162
MAU3960,NIG-MAU-192168
MAC840,NIG-MAC-192174
MAD6720,NIG-MAD-192180
MAW3850,NIG-MAW-192186
MYL6400,NIG-MYL-192192
MDL7130,NIG-MDL-192198
MAL5240,NIG-MAL-192204
MAA5810,NIG-MAA-192210
MAI7320,NIG-MAI-192216
MAN40,NIG-MAN-192222
MAU2730,NIG-MAU-192228
MEX2550,NIG-MEX-192234
MOD5790,NIG-MOD-192240
MOC2050,NIG-MOC-192246
MON5040,NIG-MON-192252
MOG7540,NIG-MOG-192258
MOR9440,NIG-MOR-192264
MOZ5060,NIG-MOZ-192270
MYN8420,NIG-MYN-192276
NMB1890,NIG-NMB-192282
NEP9580,NIG-NEP-192288
NTR8080,NIG-NTR-192294
NCA3030,NIG-NCA-192300
NZL6480,NIG-NZL-192306
NCG5670,NIG-NCG-192312
NGR5290,NIG-NGR-192318
PRK9900,NIG-PRK-192324
NCY3630,NIG-NCY-192330
NMI8920,NIG-NMI-192336
NRW1520,NIG-NRW-192342
OMN1880,NIG-OMN-192348
PAK4360,NIG-PAK-192354
PAU9210,NIG-PAU-192360
PAT280,NIG-PAT-192366
PAN7480,NIG-PAN-192372
PNG7940,NIG-PNG-192378
PRG430,NIG-PRG-192384
PER4280,NIG-PER-192390
PHP6810,NIG-PHP-192396
POL1590,NIG-POL-192402
PTR1340,NIG-PTR-192408
PRO2150,NIG-PRO-192414
QTR6290,NIG-QTR-192420
ROM2850,NIG-ROM-192426
RUS3350,NIG-RUS-192432
RWN2380,NIG-RWN-192438
SKN2890,NIG-SKN-192444
SLU2920,NIG-SLU-192450
SAM1440,NIG-SAM-192456
SMA6820,NIG-SMA-192462
STP5690,NIG-STP-192468
SAU2610,NIG-SAU-192474
SEN1170,NIG-SEN-192480
SER810,NIG-SER-192486
SYC4250,NIG-SYC-192492
SLE6770,NIG-SLE-192498
SGP6260,NIG-SGP-192504
SLO6140,NIG-SLO-192510
SLO3580,NIG-SLO-192516
SOS1000,NIG-SOS-192522
SOM9940,NIG-SOM-192528
SOI5780,NIG-SOI-192534
ZSA2900,NIG-ZSA-192540
SGI510,NIG-SGI-192546
KOR5930,NIG-KOR-192552
SSU3120,NIG-SSU-192558
ESP3550,NIG-ESP-192564
SRL4120,NIG-SRL-192570
SUD9690,NIG-SUD-192576
SUR3550,NIG-SUR-192582
SWZ4330,NIG-SWZ-192588
SWE3380,NIG-SWE-192594
SWI2840,NIG-SWI-192600
SYR6060,NIG-SYR-192606
TWN2370,NIG-TWN-192612
TAJ2170,NIG-TAJ-192618
TAN7830,NIG-TAN-192624
THA8730,NIG-THA-192630
BAH4830,NIG-BAH-192636
GAM7570,NIG-GAM-192642
TOG7290,NIG-TOG-192648
TOG6180,NIG-TOG-192654
TAT3880,NIG-TAT-192660
TUN1570,NIG-TUN-192666
TUR3580,NIG-TUR-192672
TKM4170,NIG-TKM-192678
TCI3630,NIG-TCI-192684
TVL1730,NIG-TVL-192690
UGN4620,NIG-UGN-192696
UKR2920,NIG-UKR-192702
UAE1150,NIG-UAE-192708
GRB5740,NIG-GRB-192714
UVG9510,NIG-UVG-192720
URG5370,NIG-URG-192726
UZB300,NIG-UZB-192732
VNT810,NIG-VNT-192738
VAT20,NIG-VAT-192744
VEN7960,NIG-VEN-192750
VNM5800,NIG-VNM-192756
WSA9700,NIG-WSA-192762
YMN3790,NIG-YMN-192768
ZMB5360,NIG-ZMB-192774
ZMV4830,NIG-ZMV-192780
GUI8570,NIG-GUI-192786
GUI9110,NIG-GUB-192792
GUI2360,NIG-GUY-192798
GUI1050,NIG-HAI-192804
GUI2440,NIG-HON-192810
GUI9340,NIG-HKG-192816
GUI9550,NIG-HUN-192822
GUI7680,NIG-ICE-192828
GUI8050,NIG-IND-192834
GUI9820,NIG-IND-192840
GUI930,NIG-IND-192846
AFG7770,PRK-AFG-192852
ALD3350,PRK-ALD-192858
ALB6490,PRK-ALB-192864
DZA270,PRK-DZA-192870
ASM7630,PRK-ASM-192876
AND4260,PRK-AND-192882
AGO2110,PRK-AGO-192888
ARG4290,PRK-ARG-192894
ARM8620,PRK-ARM-192900
ABW1350,PRK-ABW-192906
AUS220,PRK-AUS-192912
AUT1670,PRK-AUT-192918
AZE110,PRK-AZE-192924
BHR3730,PRK-BHR-192930
BGD7840,PRK-BGD-192936
BRB3240,PRK-BRB-192942
BLR4130,PRK-BLR-192948
BEL9800,PRK-BEL-192954
BLZ8620,PRK-BLZ-192960
BEN2810,PRK-BEN-192966
BMU840,PRK-BMU-192972
BTN5050,PRK-BTN-192978
BOL3130,PRK-BOL-192984
BIH8950,PRK-BIH-192990
BWA8140,PRK-BWA-192996
BRA3640,PRK-BRA-193002
BRN870,PRK-BRN-193008
BGR1780,PRK-BGR-193014
BFA4030,PRK-BFA-193020
BDI3990,PRK-BDI-193026
KHM6760,PRK-KHM-193032
CMR120,PRK-CMR-193038
CAN940,PRK-CAN-193044
CPV5700,PRK-CPV-193050
CYM4670,PRK-CYM-193056
CAF9020,PRK-CAF-193062
TCD6520,PRK-TCD-193068
CHL2800,PRK-CHL-193074
CHN8650,PRK-CHN-193080
COL6190,PRK-COL-193086
COM310,PRK-COM-193092
COG7710,PRK-COG-193098
COD7090,PRK-COD-193104
COK8560,PRK-COK-193110
CRI5860,PRK-CRI-193116
HRV6830,PRK-HRV-193122
CUB5280,PRK-CUB-193128
CUW8290,PRK-CUW-193134
CYP2700,PRK-CYP-193140
CZE7150,PRK-CZE-193146
DNK7960,PRK-DNK-193152
DJI2450,PRK-DJI-193158
DMA9210,PRK-DMA-193164
DOM4880,PRK-DOM-193170
TLS8410,PRK-TLS-193176
ECU5000,PRK-ECU-193182
EGY1240,PRK-EGY-193188
SLV8560,PRK-SLV-193194
GNQ2270,PRK-GNQ-193200
ERI9360,PRK-ERI-193206
EST4370,PRK-EST-193212
ETH4070,PRK-ETH-193218
FLK8580,PRK-FLK-193224
FRO2370,PRK-FRO-193230
FSM8180,PRK-FSM-193236
FJI110,PRK-FJI-193242
FIN7760,PRK-FIN-193248
FRA7630,PRK-FRA-193254
PYF6060,PRK-PYF-193260
GAB8180,PRK-GAB-193266
GEO3690,PRK-GEO-193272
DEU9960,PRK-DEU-193278
GHA4700,PRK-GHA-193284
GBR4990,PRK-GBR-193290
GRC6440,PRK-GRC-193296
GRD1390,PRK-GRD-193302
GRE6690,PRK-GRE-193308
GUM4640,PRK-GUM-193314
GUA3550,PRK-GUA-193320
GUI6110,PRK-GUI-193326
GUB2990,PRK-GUB-193332
GUY5680,PRK-GUY-193338
HAI3110,PRK-HAI-193344
HON8010,PRK-HON-193350
HKG8780,PRK-HKG-193356
HUN7360,PRK-HUN-193362
ICE5220,PRK-ICE-193368
IND4160,PRK-IND-193374
INA9240,PRK-INA-193380
IRN6240,PRK-IRN-193386
IRQ4520,PRK-IRQ-193392
IRL5500,PRK-IRL-193398
ISM9730,PRK-ISM-193404
ISR9300,PRK-ISR-193410
ITA6600,PRK-ITA-193416
IVC9810,PRK-IVC-193422
JAM9590,PRK-JAM-193428
JPN6680,PRK-JPN-193434
JOR9260,PRK-JOR-193440
KZH3400,PRK-KZH-193446
KEY3760,PRK-KEY-193452
KIR1070,PRK-KIR-193458
KOS1790,PRK-KOS-193464
KUW4120,PRK-KUW-193470
KYG6590,PRK-KYG-193476
LAO2100,PRK-LAO-193482
LAT2060,PRK-LAT-193488
LEB3720,PRK-LEB-193494
LES8190,PRK-LES-193500
LIB9040,PRK-LIB-193506
LBY9400,PRK-LBY-193512
LIE2280,PRK-LIE-193518
LIT9840,PRK-LIT-193524
LXB2240,PRK-LXB-193530
MAU3960,PRK-MAU-193536
MAC840,PRK-MAC-193542
MAD6720,PRK-MAD-193548
MAW3850,PRK-MAW-193554
MYL6400,PRK-MYL-193560
MDL7130,PRK-MDL-193566
MAL5240,PRK-MAL-193572
MAA5810,PRK-MAA-193578
MAI7320,PRK-MAI-193584
MAN40,PRK-MAN-193590
MAU2730,PRK-MAU-193596
MEX2550,PRK-MEX-193602
MOD5790,PRK-MOD-193608
MOC2050,PRK-MOC-193614
MON5040,PRK-MON-193620
MOG7540,PRK-MOG-193626
MOR9440,PRK-MOR-193632
MOZ5060,PRK-MOZ-193638
MYN8420,PRK-MYN-193644
NMB1890,PRK-NMB-193650
NEP9580,PRK-NEP-193656
NTR8080,PRK-NTR-193662
NCA3030,PRK-NCA-193668
NZL6480,PRK-NZL-193674
NCG5670,PRK-NCG-193680
NGR5290,PRK-NGR-193686
NIG7880,PRK-NIG-193692
NCY3630,PRK-NCY-193698
NMI8920,PRK-NMI-193704
NRW1520,PRK-NRW-193710
OMN1880,PRK-OMN-193716
PAK4360,PRK-PAK-193722
PAU9210,PRK-PAU-193728
PAT280,PRK-PAT-193734
PAN7480,PRK-PAN-193740
PNG7940,PRK-PNG-193746
PRG430,PRK-PRG-193752
PER4280,PRK-PER-193758
PHP6810,PRK-PHP-193764
POL1590,PRK-POL-193770
PTR1340,PRK-PTR-193776
PRO2150,PRK-PRO-193782
QTR6290,PRK-QTR-193788
ROM2850,PRK-ROM-193794
RUS3350,PRK-RUS-193800
RWN2380,PRK-RWN-193806
SKN2890,PRK-SKN-193812
SLU2920,PRK-SLU-193818
SAM1440,PRK-SAM-193824
SMA6820,PRK-SMA-193830
STP5690,PRK-STP-193836
SAU2610,PRK-SAU-193842
SEN1170,PRK-SEN-193848
SER810,PRK-SER-193854
SYC4250,PRK-SYC-193860
SLE6770,PRK-SLE-193866
SGP6260,PRK-SGP-193872
SLO6140,PRK-SLO-193878
SLO3580,PRK-SLO-193884
SOS1000,PRK-SOS-193890
SOM9940,PRK-SOM-193896
SOI5780,PRK-SOI-193902
ZSA2900,PRK-ZSA-193908
SGI510,PRK-SGI-193914
KOR5930,PRK-KOR-193920
SSU3120,PRK-SSU-193926
ESP3550,PRK-ESP-193932
SRL4120,PRK-SRL-193938
SUD9690,PRK-SUD-193944
SUR3550,PRK-SUR-193950
SWZ4330,PRK-SWZ-193956
SWE3380,PRK-SWE-193962
SWI2840,PRK-SWI-193968
SYR6060,PRK-SYR-193974
TWN2370,PRK-TWN-193980
TAJ2170,PRK-TAJ-193986
TAN7830,PRK-TAN-193992
THA8730,PRK-THA-193998
BAH4830,PRK-BAH-194004
GAM7570,PRK-GAM-194010
TOG7290,PRK-TOG-194016
TOG6180,PRK-TOG-194022
TAT3880,PRK-TAT-194028
TUN1570,PRK-TUN-194034
TUR3580,PRK-TUR-194040
TKM4170,PRK-TKM-194046
TCI3630,PRK-TCI-194052
TVL1730,PRK-TVL-194058
UGN4620,PRK-UGN-194064
UKR2920,PRK-UKR-194070
UAE1150,PRK-UAE-194076
GRB5740,PRK-GRB-194082
UVG9510,PRK-UVG-194088
URG5370,PRK-URG-194094
UZB300,PRK-UZB-194100
VNT810,PRK-VNT-194106
VAT20,PRK-VAT-194112
VEN7960,PRK-VEN-194118
VNM5800,PRK-VNM-194124
WSA9700,PRK-WSA-194130
YMN3790,PRK-YMN-194136
ZMB5360,PRK-ZMB-194142
ZMV4830,PRK-ZMV-194148
GUI8570,PRK-GUI-194154
GUI9110,PRK-GUB-194160
GUI2360,PRK-GUY-194166
GUI1050,PRK-HAI-194172
GUI2440,PRK-HON-194178
GUI9340,PRK-HKG-194184
GUI9550,PRK-HUN-194190
GUI7680,PRK-ICE-194196
GUI8050,PRK-IND-194202
GUI9820,PRK-IND-194208
GUI930,PRK-IND-194214
AFG7770,NCY-AFG-194220
ALD3350,NCY-ALD-194226
ALB6490,NCY-ALB-194232
DZA270,NCY-DZA-194238
ASM7630,NCY-ASM-194244
AND4260,NCY-AND-194250
AGO2110,NCY-AGO-194256
ARG4290,NCY-ARG-194262
ARM8620,NCY-ARM-194268
ABW1350,NCY-ABW-194274
AUS220,NCY-AUS-194280
AUT1670,NCY-AUT-194286
AZE110,NCY-AZE-194292
BHR3730,NCY-BHR-194298
BGD7840,NCY-BGD-194304
BRB3240,NCY-BRB-194310
BLR4130,NCY-BLR-194316
BEL9800,NCY-BEL-194322
BLZ8620,NCY-BLZ-194328
BEN2810,NCY-BEN-194334
BMU840,NCY-BMU-194340
BTN5050,NCY-BTN-194346
BOL3130,NCY-BOL-194352
BIH8950,NCY-BIH-194358
BWA8140,NCY-BWA-194364
BRA3640,NCY-BRA-194370
BRN870,NCY-BRN-194376
BGR1780,NCY-BGR-194382
BFA4030,NCY-BFA-194388
BDI3990,NCY-BDI-194394
KHM6760,NCY-KHM-194400
CMR120,NCY-CMR-194406
CAN940,NCY-CAN-194412
CPV5700,NCY-CPV-194418
CYM4670,NCY-CYM-194424
